|dates|Piatt_Illinois_UnitedStates.JHU_ConfirmedCases.data|Piatt_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Piatt_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Piatt_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Piatt_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Piatt_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|11.0|0|0.0|0|0.0|0
0|2020-05-25|11.0|0|0.0|0|0.0|0
0|2020-05-26|11.0|0|0.0|0|0.0|0
