|dates|Owsley_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Owsley_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Owsley_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Owsley_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Owsley_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Owsley_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|2.0|0|0.0|0|0.0|0
0|2020-05-15|2.0|0|0.0|0|0.0|0
0|2020-05-16|2.0|0|0.0|0|0.0|0
