|dates|Columbia_NewYork_UnitedStates.JHU_ConfirmedCases.data|Columbia_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Columbia_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Columbia_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Columbia_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Columbia_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|340.0|0|26.0|0|0.0|0
0|2020-05-18|346.0|0|26.0|0|0.0|0
0|2020-05-19|350.0|0|28.0|0|0.0|0
0|2020-05-20|350.0|0|28.0|0|0.0|0
0|2020-05-21|355.0|0|28.0|0|0.0|0
0|2020-05-22|356.0|0|28.0|0|0.0|0
0|2020-05-23|356.0|0|28.0|0|0.0|0
