|dates|MilleLacs_Minnesota_UnitedStates.JHU_ConfirmedCases.data|MilleLacs_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|MilleLacs_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|MilleLacs_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|MilleLacs_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|MilleLacs_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|16.0|0|1.0|0|0.0|0
0|2020-05-25|17.0|0|1.0|0|0.0|0
0|2020-05-26|17.0|0|1.0|0|0.0|0
