|dates|Magoffin_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Magoffin_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Magoffin_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Magoffin_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Magoffin_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Magoffin_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|5822.0|0|275.0|0|0.0|0
0|2020-05-28|5822.0|0|275.0|0|0.0|0
0|2020-05-29|5822.0|0|275.0|0|0.0|0
0|2020-05-30|5822.0|0|275.0|0|0.0|0
