|dates|Drew_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Drew_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Drew_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Drew_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Drew_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Drew_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|19.0|0|1.0|0|0.0|0
0|2020-05-18|19.0|0|1.0|0|0.0|0
0|2020-05-19|19.0|0|1.0|0|0.0|0
0|2020-05-20|19.0|0|1.0|0|0.0|0
0|2020-05-21|19.0|0|1.0|0|0.0|0
0|2020-05-22|19.0|0|1.0|0|0.0|0
0|2020-05-23|19.0|0|1.0|0|0.0|0
