|dates|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|336.0|0|33.0|0|0.0|0
0|2020-05-18|337.0|0|29.0|0|0.0|0
0|2020-05-19|337.0|0|29.0|0|0.0|0
0|2020-05-20|340.0|0|29.0|0|0.0|0
0|2020-05-21|342.0|0|29.0|0|0.0|0
0|2020-05-22|342.0|0|29.0|0|0.0|0
0|2020-05-23|342.0|0|29.0|0|0.0|0
