|dates|Iroquois_Illinois_UnitedStates.JHU_ConfirmedCases.data|Iroquois_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Iroquois_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Iroquois_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Iroquois_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Iroquois_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|130.0|0|4.0|0|0.0|0
0|2020-05-25|130.0|0|4.0|0|0.0|0
0|2020-05-26|130.0|0|4.0|0|0.0|0
