|dates|Union_Illinois_UnitedStates.JHU_ConfirmedCases.data|Union_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Union_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Union_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|143.0|0|7.0|0|0.0|0
0|2020-05-28|143.0|0|7.0|0|0.0|0
0|2020-05-29|143.0|0|7.0|0|0.0|0
0|2020-05-30|143.0|0|7.0|0|0.0|0
