|dates|Saline_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Saline_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Saline_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Saline_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Saline_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Saline_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|82.0|0|1.0|0|0.0|0
0|2020-05-18|82.0|0|1.0|0|0.0|0
0|2020-05-19|82.0|0|1.0|0|0.0|0
0|2020-05-20|82.0|0|1.0|0|0.0|0
0|2020-05-21|83.0|0|1.0|0|0.0|0
0|2020-05-22|83.0|0|1.0|0|0.0|0
0|2020-05-23|83.0|0|1.0|0|0.0|0
