|dates|Cass_Missouri_UnitedStates.JHU_ConfirmedCases.data|Cass_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Cass_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Cass_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Cass_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Cass_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|82.0|0|8.0|0|0.0|0
0|2020-05-28|82.0|0|8.0|0|0.0|0
0|2020-05-29|82.0|0|8.0|0|0.0|0
0|2020-05-30|82.0|0|8.0|0|0.0|0
