|dates|Blackford_Indiana_UnitedStates.JHU_ConfirmedCases.data|Blackford_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Blackford_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Blackford_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Blackford_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Blackford_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|20.0|0|2.0|0|0.0|0
0|2020-05-28|20.0|0|2.0|0|0.0|0
0|2020-05-29|20.0|0|2.0|0|0.0|0
0|2020-05-30|20.0|0|2.0|0|0.0|0
