|dates|Clearfield_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Clearfield_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Clearfield_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Clearfield_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Clearfield_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Clearfield_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|33.0|0|0.0|0|0.0|0
0|2020-05-18|33.0|0|0.0|0|0.0|0
0|2020-05-19|33.0|0|0.0|0|0.0|0
0|2020-05-20|33.0|0|0.0|0|0.0|0
0|2020-05-21|33.0|0|0.0|0|0.0|0
0|2020-05-22|33.0|0|0.0|0|0.0|0
0|2020-05-23|33.0|0|0.0|0|0.0|0
