|dates|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedCases.data|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|486.0|0|34.0|0|0.0|0
0|2020-05-28|486.0|0|34.0|0|0.0|0
0|2020-05-29|486.0|0|34.0|0|0.0|0
0|2020-05-30|486.0|0|34.0|0|0.0|0
