|dates|Lincoln_Idaho_UnitedStates.JHU_ConfirmedCases.data|Lincoln_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|32.0|0|0.0|0|0.0|0
0|2020-05-28|32.0|0|0.0|0|0.0|0
0|2020-05-29|32.0|0|0.0|0|0.0|0
0|2020-05-30|32.0|0|0.0|0|0.0|0
