|dates|NewMadrid_Missouri_UnitedStates.JHU_ConfirmedCases.data|NewMadrid_Missouri_UnitedStates.JHU_ConfirmedCases.missing|NewMadrid_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|NewMadrid_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|NewMadrid_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|NewMadrid_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|13.0|0|0.0|0|0.0|0
0|2020-05-15|13.0|0|0.0|0|0.0|0
0|2020-05-16|13.0|0|0.0|0|0.0|0
