|dates|Westmoreland_Virginia_UnitedStates.JHU_ConfirmedCases.data|Westmoreland_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Westmoreland_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Westmoreland_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Westmoreland_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Westmoreland_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|61.0|0|0.0|0|0.0|0
0|2020-05-28|61.0|0|0.0|0|0.0|0
0|2020-05-29|61.0|0|0.0|0|0.0|0
0|2020-05-30|61.0|0|0.0|0|0.0|0
