|dates|Craighead_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Craighead_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Craighead_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Craighead_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Craighead_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Craighead_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|191.0|0|0.0|0|0.0|0
0|2020-05-28|191.0|0|0.0|0|0.0|0
0|2020-05-29|191.0|0|0.0|0|0.0|0
0|2020-05-30|191.0|0|0.0|0|0.0|0
