|dates|Ellis_Texas_UnitedStates.JHU_ConfirmedCases.data|Ellis_Texas_UnitedStates.JHU_ConfirmedCases.missing|Ellis_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Ellis_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Ellis_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Ellis_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|290.0|0|13.0|0|0.0|0
0|2020-05-28|290.0|0|13.0|0|0.0|0
0|2020-05-29|290.0|0|13.0|0|0.0|0
0|2020-05-30|290.0|0|13.0|0|0.0|0
