|dates|Watauga_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Watauga_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Watauga_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Watauga_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Watauga_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Watauga_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|9.0|0|0.0|0|0.0|0
0|2020-05-15|9.0|0|0.0|0|0.0|0
0|2020-05-16|9.0|0|0.0|0|0.0|0
