|dates|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2253.0|0|144.0|0|0.0|0
0|2020-05-28|2253.0|0|144.0|0|0.0|0
0|2020-05-29|2253.0|0|144.0|0|0.0|0
0|2020-05-30|2253.0|0|144.0|0|0.0|0
