|dates|Edgefield_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Edgefield_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Edgefield_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Edgefield_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Edgefield_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Edgefield_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|49.0|0|2.0|0|0.0|0
0|2020-05-28|49.0|0|2.0|0|0.0|0
0|2020-05-29|49.0|0|2.0|0|0.0|0
0|2020-05-30|49.0|0|2.0|0|0.0|0
