|dates|Portage_Ohio_UnitedStates.JHU_ConfirmedCases.data|Portage_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Portage_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Portage_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Portage_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Portage_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|310.0|0|58.0|0|0.0|0
0|2020-05-25|314.0|0|58.0|0|0.0|0
0|2020-05-26|314.0|0|58.0|0|0.0|0
