|dates|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|257.0|0|12.0|0|0.0|0
0|2020-05-15|261.0|0|12.0|0|0.0|0
0|2020-05-16|261.0|0|12.0|0|0.0|0
