|dates|Franklin_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Franklin_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|19.0|0|1.0|0|0.0|0
0|2020-05-15|19.0|0|1.0|0|0.0|0
0|2020-05-16|19.0|0|1.0|0|0.0|0
