|dates|Tama_Iowa_UnitedStates.JHU_ConfirmedCases.data|Tama_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Tama_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Tama_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Tama_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Tama_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|400.0|0|26.0|0|0.0|0
0|2020-05-28|400.0|0|26.0|0|0.0|0
0|2020-05-29|400.0|0|26.0|0|0.0|0
0|2020-05-30|400.0|0|26.0|0|0.0|0
