|dates|Adair_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Adair_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Adair_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Adair_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Adair_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Adair_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|92.0|0|14.0|0|0.0|0
0|2020-05-18|95.0|0|14.0|0|0.0|0
0|2020-05-19|94.0|0|17.0|0|0.0|0
0|2020-05-20|94.0|0|17.0|0|0.0|0
0|2020-05-21|95.0|0|18.0|0|0.0|0
0|2020-05-22|96.0|0|18.0|0|0.0|0
0|2020-05-23|96.0|0|18.0|0|0.0|0
