|dates|Brown_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Brown_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Brown_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Brown_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Brown_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Brown_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2285.0|0|33.0|0|0.0|0
0|2020-05-28|2285.0|0|33.0|0|0.0|0
0|2020-05-29|2285.0|0|33.0|0|0.0|0
0|2020-05-30|2285.0|0|33.0|0|0.0|0
