|dates|Wood_Ohio_UnitedStates.JHU_ConfirmedCases.data|Wood_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Wood_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Wood_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Wood_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Wood_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|274.0|0|45.0|0|0.0|0
0|2020-05-25|276.0|0|45.0|0|0.0|0
0|2020-05-26|276.0|0|45.0|0|0.0|0
