|dates|Comal_Texas_UnitedStates.JHU_ConfirmedCases.data|Comal_Texas_UnitedStates.JHU_ConfirmedCases.missing|Comal_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Comal_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Comal_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Comal_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|70.0|0|6.0|0|0.0|0
0|2020-05-18|70.0|0|6.0|0|0.0|0
0|2020-05-19|71.0|0|6.0|0|0.0|0
0|2020-05-20|72.0|0|6.0|0|0.0|0
0|2020-05-21|78.0|0|6.0|0|0.0|0
0|2020-05-22|78.0|0|6.0|0|0.0|0
0|2020-05-23|78.0|0|6.0|0|0.0|0
