|dates|SanDiego_California_UnitedStates.JHU_ConfirmedCases.data|SanDiego_California_UnitedStates.JHU_ConfirmedCases.missing|SanDiego_California_UnitedStates.JHU_ConfirmedDeaths.data|SanDiego_California_UnitedStates.JHU_ConfirmedDeaths.missing|SanDiego_California_UnitedStates.JHU_ConfirmedRecoveries.data|SanDiego_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|5391.0|0|200.0|0|0.0|0
0|2020-05-15|5391.0|0|200.0|0|0.0|0
0|2020-05-16|5391.0|0|200.0|0|0.0|0
