|dates|Brown_Indiana_UnitedStates.JHU_ConfirmedCases.data|Brown_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Brown_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Brown_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Brown_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Brown_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|33.0|0|1.0|0|0.0|0
0|2020-05-25|33.0|0|1.0|0|0.0|0
0|2020-05-26|33.0|0|1.0|0|0.0|0
