|dates|Irwin_Georgia_UnitedStates.JHU_ConfirmedCases.data|Irwin_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Irwin_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Irwin_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Irwin_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Irwin_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|22.0|0|1.0|0|0.0|0
0|2020-05-18|22.0|0|1.0|0|0.0|0
0|2020-05-19|22.0|0|1.0|0|0.0|0
0|2020-05-20|22.0|0|1.0|0|0.0|0
0|2020-05-21|23.0|0|1.0|0|0.0|0
0|2020-05-22|23.0|0|1.0|0|0.0|0
0|2020-05-23|23.0|0|1.0|0|0.0|0
