|dates|Dubois_Indiana_UnitedStates.JHU_ConfirmedCases.data|Dubois_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Dubois_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Dubois_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Dubois_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Dubois_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|185.0|0|2.0|0|0.0|0
0|2020-05-28|185.0|0|2.0|0|0.0|0
0|2020-05-29|185.0|0|2.0|0|0.0|0
0|2020-05-30|185.0|0|2.0|0|0.0|0
