|dates|Carbon_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Carbon_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Carbon_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Carbon_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Carbon_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Carbon_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|214.0|0|17.0|0|0.0|0
0|2020-05-18|214.0|0|22.0|0|0.0|0
0|2020-05-19|214.0|0|22.0|0|0.0|0
0|2020-05-20|219.0|0|22.0|0|0.0|0
0|2020-05-21|221.0|0|22.0|0|0.0|0
0|2020-05-22|224.0|0|22.0|0|0.0|0
0|2020-05-23|224.0|0|22.0|0|0.0|0
