|dates|Fayette_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Fayette_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Fayette_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Fayette_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Fayette_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Fayette_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|47.0|0|3.0|0|0.0|0
0|2020-05-28|47.0|0|3.0|0|0.0|0
0|2020-05-29|47.0|0|3.0|0|0.0|0
0|2020-05-30|47.0|0|3.0|0|0.0|0
