|dates|Stanislaus_California_UnitedStates.JHU_ConfirmedCases.data|Stanislaus_California_UnitedStates.JHU_ConfirmedCases.missing|Stanislaus_California_UnitedStates.JHU_ConfirmedDeaths.data|Stanislaus_California_UnitedStates.JHU_ConfirmedDeaths.missing|Stanislaus_California_UnitedStates.JHU_ConfirmedRecoveries.data|Stanislaus_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|571.0|0|24.0|0|0.0|0
0|2020-05-18|571.0|0|24.0|0|0.0|0
0|2020-05-19|593.0|0|26.0|0|0.0|0
0|2020-05-20|598.0|0|26.0|0|0.0|0
0|2020-05-21|598.0|0|26.0|0|0.0|0
0|2020-05-22|611.0|0|28.0|0|0.0|0
0|2020-05-23|611.0|0|28.0|0|0.0|0
