|dates|McHenry_Illinois_UnitedStates.JHU_ConfirmedCases.data|McHenry_Illinois_UnitedStates.JHU_ConfirmedCases.missing|McHenry_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|McHenry_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|McHenry_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|McHenry_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1179.0|0|62.0|0|0.0|0
0|2020-05-18|1209.0|0|62.0|0|0.0|0
0|2020-05-19|1224.0|0|64.0|0|0.0|0
0|2020-05-20|1255.0|0|66.0|0|0.0|0
0|2020-05-21|1282.0|0|67.0|0|0.0|0
0|2020-05-22|1323.0|0|67.0|0|0.0|0
0|2020-05-23|1323.0|0|67.0|0|0.0|0
