|dates|Monroe_Iowa_UnitedStates.JHU_ConfirmedCases.data|Monroe_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|33.0|0|4.0|0|0.0|0
0|2020-05-25|33.0|0|4.0|0|0.0|0
0|2020-05-26|33.0|0|4.0|0|0.0|0
