|dates|Loudon_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Loudon_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Loudon_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Loudon_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Loudon_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Loudon_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|48.0|0|0.0|0|0.0|0
0|2020-05-18|94.0|0|0.0|0|0.0|0
0|2020-05-19|97.0|0|0.0|0|0.0|0
0|2020-05-20|97.0|0|0.0|0|0.0|0
0|2020-05-21|110.0|0|0.0|0|0.0|0
0|2020-05-22|130.0|0|0.0|0|0.0|0
0|2020-05-23|130.0|0|0.0|0|0.0|0
