|dates|Butler_Missouri_UnitedStates.JHU_ConfirmedCases.data|Butler_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Butler_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Butler_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Butler_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Butler_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|27.0|0|0.0|0|0.0|0
0|2020-05-15|27.0|0|0.0|0|0.0|0
0|2020-05-16|27.0|0|0.0|0|0.0|0
