|dates|Garland_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Garland_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Garland_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Garland_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Garland_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Garland_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|129.0|0|1.0|0|0.0|0
0|2020-05-18|130.0|0|1.0|0|0.0|0
0|2020-05-19|130.0|0|1.0|0|0.0|0
0|2020-05-20|130.0|0|1.0|0|0.0|0
0|2020-05-21|131.0|0|1.0|0|0.0|0
0|2020-05-22|132.0|0|1.0|0|0.0|0
0|2020-05-23|132.0|0|1.0|0|0.0|0
