|dates|Claiborne_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Claiborne_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Claiborne_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Claiborne_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Claiborne_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Claiborne_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|8.0|0|0.0|0|0.0|0
0|2020-05-25|8.0|0|0.0|0|0.0|0
0|2020-05-26|8.0|0|0.0|0|0.0|0
