|dates|Appling_Georgia_UnitedStates.JHU_ConfirmedCases.data|Appling_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Appling_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Appling_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Appling_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Appling_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|143.0|0|13.0|0|0.0|0
0|2020-05-28|143.0|0|13.0|0|0.0|0
0|2020-05-29|143.0|0|13.0|0|0.0|0
0|2020-05-30|143.0|0|13.0|0|0.0|0
