|dates|Coffey_Kansas_UnitedStates.JHU_ConfirmedCases.data|Coffey_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Coffey_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Coffey_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Coffey_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Coffey_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|50.0|0|8.0|0|0.0|0
0|2020-05-15|50.0|0|8.0|0|0.0|0
0|2020-05-16|50.0|0|8.0|0|0.0|0
