|dates|Marshall_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Marshall_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Marshall_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Marshall_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Marshall_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Marshall_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|8.0|0|0.0|0|0.0|0
0|2020-05-25|9.0|0|0.0|0|0.0|0
0|2020-05-26|9.0|0|0.0|0|0.0|0
