|dates|LaPorte_Indiana_UnitedStates.JHU_ConfirmedCases.data|LaPorte_Indiana_UnitedStates.JHU_ConfirmedCases.missing|LaPorte_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|LaPorte_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|LaPorte_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|LaPorte_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|415.0|0|23.0|0|0.0|0
0|2020-05-28|415.0|0|23.0|0|0.0|0
0|2020-05-29|415.0|0|23.0|0|0.0|0
0|2020-05-30|415.0|0|23.0|0|0.0|0
