|dates|Schuylkill_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Schuylkill_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Schuylkill_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Schuylkill_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Schuylkill_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Schuylkill_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|585.0|0|27.0|0|0.0|0
0|2020-05-25|592.0|0|27.0|0|0.0|0
0|2020-05-26|592.0|0|27.0|0|0.0|0
