|dates|Wicomico_Maryland_UnitedStates.JHU_ConfirmedCases.data|Wicomico_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Wicomico_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Wicomico_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Wicomico_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Wicomico_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|754.0|0|17.0|0|0.0|0
0|2020-05-15|777.0|0|19.0|0|0.0|0
0|2020-05-16|777.0|0|19.0|0|0.0|0
