|dates|Hamilton_Indiana_UnitedStates.JHU_ConfirmedCases.data|Hamilton_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Hamilton_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Hamilton_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Hamilton_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Hamilton_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1123.0|0|91.0|0|0.0|0
0|2020-05-28|1123.0|0|91.0|0|0.0|0
0|2020-05-29|1123.0|0|91.0|0|0.0|0
0|2020-05-30|1123.0|0|91.0|0|0.0|0
