|dates|Rockland_NewYork_UnitedStates.JHU_ConfirmedCases.data|Rockland_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Rockland_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Rockland_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Rockland_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Rockland_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|12596.0|0|594.0|0|0.0|0
0|2020-05-15|12637.0|0|602.0|0|0.0|0
0|2020-05-16|12637.0|0|602.0|0|0.0|0
