|dates|Lowndes_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Lowndes_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Lowndes_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Lowndes_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Lowndes_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Lowndes_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|182.0|0|8.0|0|0.0|0
0|2020-05-28|182.0|0|8.0|0|0.0|0
0|2020-05-29|182.0|0|8.0|0|0.0|0
0|2020-05-30|182.0|0|8.0|0|0.0|0
