|dates|AleutiansEast_Alaska_UnitedStates.JHU_ConfirmedCases.data|AleutiansEast_Alaska_UnitedStates.JHU_ConfirmedCases.missing|AleutiansEast_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|AleutiansEast_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|AleutiansEast_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|AleutiansEast_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|373.0|0|9.0|0|0.0|0
0|2020-05-28|373.0|0|9.0|0|0.0|0
0|2020-05-29|373.0|0|9.0|0|0.0|0
0|2020-05-30|373.0|0|9.0|0|0.0|0
