|dates|JudithBasin_Montana_UnitedStates.JHU_ConfirmedCases.data|JudithBasin_Montana_UnitedStates.JHU_ConfirmedCases.missing|JudithBasin_Montana_UnitedStates.JHU_ConfirmedDeaths.data|JudithBasin_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|JudithBasin_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|JudithBasin_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|456.0|0|16.0|0|0.0|0
0|2020-05-25|456.0|0|16.0|0|0.0|0
0|2020-05-26|456.0|0|16.0|0|0.0|0
