|dates|Wabash_Illinois_UnitedStates.JHU_ConfirmedCases.data|Wabash_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Wabash_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Wabash_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Wabash_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Wabash_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1.0|0|0.0|0|0.0|0
0|2020-05-25|2.0|0|0.0|0|0.0|0
0|2020-05-26|2.0|0|0.0|0|0.0|0
