|dates|Clay_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Clay_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Clay_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Clay_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|15.0|0|0.0|0|0.0|0
0|2020-05-28|15.0|0|0.0|0|0.0|0
0|2020-05-29|15.0|0|0.0|0|0.0|0
0|2020-05-30|15.0|0|0.0|0|0.0|0
