|dates|Curry_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Curry_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Curry_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Curry_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Curry_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Curry_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|41.0|0|0.0|0|0.0|0
0|2020-05-18|41.0|0|0.0|0|0.0|0
0|2020-05-19|43.0|0|0.0|0|0.0|0
0|2020-05-20|45.0|0|0.0|0|0.0|0
0|2020-05-21|44.0|0|0.0|0|0.0|0
0|2020-05-22|45.0|0|0.0|0|0.0|0
0|2020-05-23|45.0|0|0.0|0|0.0|0
