|dates|Charleston_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Charleston_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Charleston_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Charleston_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Charleston_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Charleston_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|576.0|0|12.0|0|0.0|0
0|2020-05-28|576.0|0|12.0|0|0.0|0
0|2020-05-29|576.0|0|12.0|0|0.0|0
0|2020-05-30|576.0|0|12.0|0|0.0|0
