|dates|Emporia_Virginia_UnitedStates.JHU_ConfirmedCases.data|Emporia_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Emporia_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Emporia_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Emporia_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Emporia_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|52.0|0|3.0|0|0.0|0
0|2020-05-18|55.0|0|3.0|0|0.0|0
0|2020-05-19|58.0|0|3.0|0|0.0|0
0|2020-05-20|58.0|0|3.0|0|0.0|0
0|2020-05-21|58.0|0|3.0|0|0.0|0
0|2020-05-22|60.0|0|3.0|0|0.0|0
0|2020-05-23|60.0|0|3.0|0|0.0|0
