|dates|BlueEarth_Minnesota_UnitedStates.JHU_ConfirmedCases.data|BlueEarth_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|BlueEarth_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|BlueEarth_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|BlueEarth_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|BlueEarth_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|71.0|0|0.0|0|0.0|0
0|2020-05-15|76.0|0|0.0|0|0.0|0
0|2020-05-16|76.0|0|0.0|0|0.0|0
