|dates|VanBuren_Arkansas_UnitedStates.JHU_ConfirmedCases.data|VanBuren_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|VanBuren_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|VanBuren_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|VanBuren_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|VanBuren_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|28.0|0|2.0|0|0.0|0
0|2020-05-18|28.0|0|2.0|0|0.0|0
0|2020-05-19|28.0|0|2.0|0|0.0|0
0|2020-05-20|28.0|0|2.0|0|0.0|0
0|2020-05-21|28.0|0|2.0|0|0.0|0
0|2020-05-22|28.0|0|2.0|0|0.0|0
0|2020-05-23|28.0|0|2.0|0|0.0|0
