|dates|Hancock_Georgia_UnitedStates.JHU_ConfirmedCases.data|Hancock_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Hancock_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|142.0|0|4.0|0|0.0|0
0|2020-05-15|149.0|0|4.0|0|0.0|0
0|2020-05-16|149.0|0|4.0|0|0.0|0
