|dates|Avoyelles_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Avoyelles_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Avoyelles_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Avoyelles_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Avoyelles_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Avoyelles_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|117.0|0|9.0|0|0.0|0
0|2020-05-28|117.0|0|9.0|0|0.0|0
0|2020-05-29|117.0|0|9.0|0|0.0|0
0|2020-05-30|117.0|0|9.0|0|0.0|0
