|dates|Trumbull_Ohio_UnitedStates.JHU_ConfirmedCases.data|Trumbull_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Trumbull_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Trumbull_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Trumbull_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Trumbull_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|525.0|0|42.0|0|0.0|0
0|2020-05-25|529.0|0|42.0|0|0.0|0
0|2020-05-26|529.0|0|42.0|0|0.0|0
